taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
1309652,"Dryocosmus kuriphilus Yasumatsu, 1951",SPECIES,ACCEPTED,Animalia,"1309652: Dryocosmus kuriphilus Yasumatsu, 1951"
1311477,"Vespa velutina Lepeletier, 1836",SPECIES,ACCEPTED,Animalia,"1311477: Vespa velutina Lepeletier, 1836 | 6247411: Vespa velutina nigrithorax Buysson, 1905"
1313740,"Camponotus vagus (Scopoli, 1763)",SPECIES,ACCEPTED,Animalia,"1313740: Camponotus vagus (Scopoli, 1763)"
1314773,"Monomorium pharaonis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1314773: Monomorium pharaonis (Linnaeus, 1758)"
1316805,"Tapinoma melanocephalum (Fabricius, 1793)",SPECIES,ACCEPTED,Animalia,"1316805: Tapinoma melanocephalum (Fabricius, 1793)"
1316908,"Linepithema humile (Mayr, 1868)",SPECIES,ACCEPTED,Animalia,"1316908: Linepithema humile (Mayr, 1868)"
1320777,"Plagiolepis pygmaea (Latreille, 1798)",SPECIES,ACCEPTED,Animalia,"1320777: Plagiolepis pygmaea (Latreille, 1798)"
1322674,"Pheidole anastasii Emery, 1896",SPECIES,ACCEPTED,Animalia,"1322674: Pheidole anastasii Emery, 1896"
1323402,"Tetramorium bicarinatum (Nylander, 1846)",SPECIES,ACCEPTED,Animalia,"1323402: Tetramorium bicarinatum (Nylander, 1846)"
1325561,"Paratrechina longicornis (Latreille, 1802)",SPECIES,ACCEPTED,Animalia,"1325561: Paratrechina longicornis (Latreille, 1802)"
1326634,"Hypoponera punctatissima (Roger, 1859)",SPECIES,ACCEPTED,Animalia,"1326634: Hypoponera punctatissima (Roger, 1859)"
1342324,"Xylocopa virginica (Linnaeus, 1771)",SPECIES,ACCEPTED,Animalia,"1342324: Xylocopa virginica (Linnaeus, 1771)"
1346919,"Isodontia mexicana (de Saussure, 1867)",SPECIES,ACCEPTED,Animalia,"1346919: Isodontia mexicana (de Saussure, 1867)"
1371011,"Megastigmus spermotrophus Wachtl, 1893",SPECIES,ACCEPTED,Animalia,"1371011: Megastigmus spermotrophus Wachtl, 1893"
1411953,"Carausius morosus Brunner von Wattenwyl, 1907",SPECIES,ACCEPTED,Animalia,"1411953: Carausius morosus Brunner von Wattenwyl, 1907"
1420612,"Scirtothrips longipennis (Bagnall, 1909)",SPECIES,ACCEPTED,Animalia,"1420612: Scirtothrips longipennis (Bagnall, 1909)"
1420857,"Parthenothrips dracaenae (Heeger, 1854)",SPECIES,ACCEPTED,Animalia,"1420857: Parthenothrips dracaenae (Heeger, 1854)"
1421091,"Lepisma saccharinum Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1421091: Lepisma saccharinum Linnaeus, 1758"
1421095,"Ctenolepisma lineata (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1421095: Ctenolepisma lineata (Fabricius, 1775)"
1421105,"Thermobia domestica (Packard, 1837)",SPECIES,ACCEPTED,Animalia,"1421105: Thermobia domestica (Packard, 1837)"
1423286,"Ischnura senegalensis (Rambur, 1842)",SPECIES,ACCEPTED,Animalia,"1423286: Ischnura senegalensis (Rambur, 1842)"
1450317,"Telmatogeton japonicus Tokunaga, 1933",SPECIES,ACCEPTED,Animalia,"1450317: Telmatogeton japonicus Tokunaga, 1933"
1521740,"Atypophthalmus umbratus (de Meijere, 1911)",SPECIES,ACCEPTED,Animalia,"1521740: Atypophthalmus umbratus (de Meijere, 1911)"
1523628,"Callopistromyia annulipes (Macquart, 1855)",SPECIES,ACCEPTED,Animalia,"1523628: Callopistromyia annulipes (Macquart, 1855)"
1551754,"Phytomyza jucunda Frost & Sasakawa, 1954",SPECIES,ACCEPTED,Animalia,"1551754: Phytomyza jucunda Frost & Sasakawa, 1954"
1577153,"Hermetia illucens (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1577153: Hermetia illucens (Linnaeus, 1758)"
1579447,"Exaireta spinigera (Wiedemann, 1830)",SPECIES,ACCEPTED,Animalia,"1579447: Exaireta spinigera (Wiedemann, 1830)"
1622599,"Rhagoletis cingulata (Loew, 1862)",SPECIES,ACCEPTED,Animalia,"1622599: Rhagoletis cingulata (Loew, 1862)"
1622658,"Rhagoletis completa Cresson, 1929",SPECIES,ACCEPTED,Animalia,"1622658: Rhagoletis completa Cresson, 1929"
1623354,"Capitites ramulosa (Loew, 1844)",SPECIES,ACCEPTED,Animalia,"1623354: Capitites ramulosa (Loew, 1844)"
1626096,"Ceratitis capitata (Wiedemann, 1824)",SPECIES,ACCEPTED,Animalia,"1626096: Ceratitis capitata (Wiedemann, 1824)"
1650106,"Anopheles pharoensis Theobald, 1901",SPECIES,ACCEPTED,Animalia,"1650106: Anopheles pharoensis Theobald, 1901"
1651430,"Aedes albopictus (Skuse, 1894)",SPECIES,ACCEPTED,Animalia,"1651430: Aedes albopictus (Skuse, 1894)"
1652150,"Aedes koreicus (Edwards, 1917)",SPECIES,ACCEPTED,Animalia,"10007333: BOLD:ACB6413 | 1652150: Aedes koreicus (Edwards, 1917)"
1652212,"Aedes japonicus (Theobald, 1901)",SPECIES,ACCEPTED,Animalia,"10094233: BOLD:AAC5210 | 1652212: Aedes japonicus (Theobald, 1901) | 7346173: Aedes japonicus japonicus | 4519733: Ochlerotatus japonicus (Theobald, 1901)"
1683815,"Rhacocleis annulata Fieber, 1853",SPECIES,ACCEPTED,Animalia,"1683815: Rhacocleis annulata Fieber, 1853"
1690276,"Eupholidoptera chabrieri (Charpentier, 1825)",SPECIES,ACCEPTED,Animalia,"1690276: Eupholidoptera chabrieri (Charpentier, 1825)"
1690429,"Meconema meridionale Costa, 1860",SPECIES,ACCEPTED,Animalia,"1690429: Meconema meridionale Costa, 1860"
1702101,"Anacridium aegyptium (Linnaeus, 1764)",SPECIES,ACCEPTED,Animalia,"1702101: Anacridium aegyptium (Linnaeus, 1764)"
1707320,"Schistocerca gregaria (Forskål, 1775)",SPECIES,ACCEPTED,Animalia,"1707320: Schistocerca gregaria (Forskål, 1775)"
1713034,"Gryllus bimaculatus De Geer, 1773",SPECIES,ACCEPTED,Animalia,"1713034: Gryllus bimaculatus De Geer, 1773"
1714140,"Oedaleus decorus (Germar, 1825)",SPECIES,ACCEPTED,Animalia,"1714140: Oedaleus decorus (Germar, 1825)"
1718308,"Acheta domesticus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1718308: Acheta domesticus (Linnaeus, 1758)"
1719204,"Gryllomorpha dalmatina (Ocskay, 1832)",SPECIES,ACCEPTED,Animalia,"1719204: Gryllomorpha dalmatina (Ocskay, 1832)"
1720196,"Homoeogryllus reticulatus (Fabricius, 1781)",SPECIES,ACCEPTED,Animalia,"1720196: Homoeogryllus reticulatus (Fabricius, 1781)"
1722140,"Eumodicogryllus bordigalensis (Latreille, 1804)",SPECIES,ACCEPTED,Animalia,"1722140: Eumodicogryllus bordigalensis (Latreille, 1804)"
1722299,"Gryllodes sigillatus (Walker, 1869)",SPECIES,ACCEPTED,Animalia,"1722299: Gryllodes sigillatus (Walker, 1869)"
1728965,"Tachycines asynamorus Adelung, 1902",SPECIES,ACCEPTED,Animalia,"1728965: Tachycines asynamorus Adelung, 1902"
1737131,"Epiphyas postvittana (Walker, 1863)",SPECIES,ACCEPTED,Animalia,"1737131: Epiphyas postvittana (Walker, 1863)"
1749449,"Cameraria ohridella Deschka & Dimić, 1986",SPECIES,ACCEPTED,Animalia,"10330573: BOLD:AAA1236 | 1749449: Cameraria ohridella Deschka & Dimić, 1986"
1749580,"Phyllocnistis citrella Stainton, 1856",SPECIES,ACCEPTED,Animalia,"1749580: Phyllocnistis citrella Stainton, 1856"
1751299,"Bucculatrix ainsliella Murtfeldt, 1905",SPECIES,ACCEPTED,Animalia,"1751299: Bucculatrix ainsliella Murtfeldt, 1905"
1795068,"Thysanoplusia orichalcea (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1795068: Thysanoplusia orichalcea (Fabricius, 1775)"
1829659,"Lepidotarphius perornatella Walker, 1864",SPECIES,ACCEPTED,Animalia,"1829659: Lepidotarphius perornatella Walker, 1864"
1830284,"Argyresthia thuiella Packard, 1871",SPECIES,ACCEPTED,Animalia,"1830284: Argyresthia thuiella Packard, 1871"
1830823,"Prays citri Millière, 1873",SPECIES,ACCEPTED,Animalia,"1830823: Prays citri Millière, 1873"
1852787,"Blastobasis lacticolella Rebel, 1939",SPECIES,ACCEPTED,Animalia,"1852787: Blastobasis lacticolella Rebel, 1939"
1852831,"Blastobasis adustella Walsingham, 1894",SPECIES,ACCEPTED,Animalia,"1852831: Blastobasis adustella Walsingham, 1894"
1865660,"Actias selene Hübner, 1806",SPECIES,ACCEPTED,Animalia,"1865660: Actias selene Hübner, 1806"
1866356,"Samia cynthia Drury, 1773",SPECIES,ACCEPTED,Animalia,"1866356: Samia cynthia Drury, 1773"
1873051,"Cryptoblabes gnidiella Millière, 1867",SPECIES,ACCEPTED,Animalia,"1873051: Cryptoblabes gnidiella Millière, 1867"
1873890,"Cadra cautella (Walker, 1863)",SPECIES,ACCEPTED,Animalia,"1873890: Cadra cautella (Walker, 1863)"
1873903,"Cadra figulilella (Gregson, 1871)",SPECIES,ACCEPTED,Animalia,"1873903: Cadra figulilella (Gregson, 1871)"
1885213,"Crocidophora butleri South, 1901",SPECIES,ACCEPTED,Animalia,"9264380: Sinibotys butleri (Leech & South, 1901)"
1886729,"Maruca vitrata (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"1886729: Maruca vitrata (Fabricius, 1787)"
1891245,"Sufetula diminutalis Walker, 1865",SPECIES,ACCEPTED,Animalia,"1891245: Sufetula diminutalis Walker, 1865"
1910629,"Hypolimnas bolina (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1910629: Hypolimnas bolina (Linnaeus, 1758)"
1932752,"Cacyreus marshalli Butler, 1897",SPECIES,ACCEPTED,Animalia,"1932752: Cacyreus marshalli Butler, 1897"
1941864,"Paysandisia archon (Burmeister, 1880)",SPECIES,ACCEPTED,Animalia,"1941864: Paysandisia archon (Burmeister, 1880)"
1971998,"Nepytia phantasmaria (Strecker, 1899)",SPECIES,ACCEPTED,Animalia,"1971998: Nepytia phantasmaria (Strecker, 1899)"
1995489,"Panchlora nivea (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1995489: Panchlora nivea (Linnaeus, 1758)"
1995681,"Blaptica dubia (Serville, 1838)",SPECIES,ACCEPTED,Animalia,"1995681: Blaptica dubia (Serville, 1838)"
1997215,"Blattella germanica (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"1997215: Blattella germanica (Linnaeus, 1767)"
1998083,"Ectobius vittiventris (Costa, 1847)",SPECIES,ACCEPTED,Animalia,"1998083: Ectobius vittiventris (Costa, 1847)"
1998599,"Cariblatta lutea (Saussure & Zehntner, 1893)",SPECIES,ACCEPTED,Animalia,"1998599: Cariblatta lutea (Saussure & Zehntner, 1893)"
2000152,"Periplaneta americana (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2000152: Periplaneta americana (Linnaeus, 1758)"
2000204,"Periplaneta australasiae (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"2000204: Periplaneta australasiae (Fabricius, 1775)"
2007665,"Belonochilus numenius (Say, 1831)",SPECIES,ACCEPTED,Animalia,"2007665: Belonochilus numenius (Say, 1831)"
2008616,"Empicoris rubromaculatus (Blackburn, 1888)",SPECIES,ACCEPTED,Animalia,"2008616: Empicoris rubromaculatus (Blackburn, 1888)"
2010226,"Sthenarus rotermundi (Scholtz, 1847)",SPECIES,ACCEPTED,Animalia,"2010226: Sthenarus rotermundi (Scholtz, 1847)"
2012132,"Trialeurodes vaporariorum (Westwood, 1856)",SPECIES,ACCEPTED,Animalia,"2012132: Trialeurodes vaporariorum (Westwood, 1856)"
2020655,"Corythucha ciliata (Say, 1832)",SPECIES,ACCEPTED,Animalia,"2020655: Corythucha ciliata (Say, 1832)"
2020686,"Stephanitis takeyai Drake & Maa, 1955",SPECIES,ACCEPTED,Animalia,"2020686: Stephanitis takeyai Drake & Maa, 1955"
2020688,"Stephanitis rhododendri Horváth, 1905",SPECIES,ACCEPTED,Animalia,"2020688: Stephanitis rhododendri Horváth, 1905"
2020779,"Buchananiella continua (White, 1880)",SPECIES,ACCEPTED,Animalia,"2020779: Buchananiella continua (White, 1880)"
2020832,"Xylocoris galactinus (Fieber, 1836)",SPECIES,ACCEPTED,Animalia,"2020832: Xylocoris galactinus (Fieber, 1836)"
2020879,"Lyctocoris campestris (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"2020879: Lyctocoris campestris (Fabricius, 1794)"
2029273,"Zygina nivea (Mulsant & Rey, 1855)",SPECIES,ACCEPTED,Animalia,"2029273: Zygina nivea (Mulsant & Rey, 1855)"
2029899,"Japananus hyalinus (Osborn, 1900)",SPECIES,ACCEPTED,Animalia,"2029899: Japananus hyalinus (Osborn, 1900)"
2037925,"Orientus ishidae (Matsumura, 1902)",SPECIES,ACCEPTED,Animalia,"2037925: Orientus ishidae (Matsumura, 1902)"
2037991,"Liguropia juniperi (Lethierry, 1876)",SPECIES,ACCEPTED,Animalia,"2037991: Liguropia juniperi (Lethierry, 1876)"
2038171,"Opsius stactogalus Fieber, 1866",SPECIES,ACCEPTED,Animalia,"2038171: Opsius stactogalus Fieber, 1866"
2041682,"Graphocephala fennahi Young, 1977",SPECIES,ACCEPTED,Animalia,"2041682: Graphocephala fennahi Young, 1977"
2047706,"Stragania apicalis (Osborn & Ball, 1898)",SPECIES,ACCEPTED,Animalia,"9294745: Penestragania apicalis (Osborn & Ball, 1898)"
2049296,"Pithyotettix abietinus (Fallén, 1806)",SPECIES,ACCEPTED,Animalia,"2049296: Pithyotettix abietinus (Fallén, 1806)"
2049512,"Daktulosphaira vitifoliae (Fitch, 1855)",SPECIES,ACCEPTED,Animalia,"2049509: Viteus vitifoliae (Fitch, 1855)"
2049661,"Adelges abietis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2049661: Adelges abietis (Linnaeus, 1758) | 2049664: Sacchiphantes abietis (Linnaeus, 1758)"
2049722,"Adelges laricis Vallot, 1836",SPECIES,ACCEPTED,Animalia,"2049722: Adelges laricis Vallot, 1836"
2049732,"Adelges cooleyi (Gillette, 1907)",SPECIES,ACCEPTED,Animalia,"2049734: Gilletteella cooleyi (Gillette, 1907)"
2053954,"Prokelisia marginata (Van Duzee, 1897)",SPECIES,ACCEPTED,Animalia,"2053954: Prokelisia marginata (Van Duzee, 1897)"
2064632,"Acanalonia conica (Say, 1830)",SPECIES,ACCEPTED,Animalia,"2064632: Acanalonia conica (Say, 1830)"
2077985,"Impatientinum asiaticum Nevsky, 1929",SPECIES,ACCEPTED,Animalia,"2077985: Impatientinum asiaticum Nevsky, 1929"
2078852,"Nezara viridula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2078852: Nezara viridula (Linnaeus, 1758)"
2080592,"Icerya purchasi Maskell, 1879",SPECIES,ACCEPTED,Animalia,"2080592: Icerya purchasi Maskell, 1879"
2091932,"Pulvinaria hydrangeae Steinweden, 1946",SPECIES,ACCEPTED,Animalia,"2091932: Pulvinaria hydrangeae Steinweden, 1946"
2092040,"Pulvinaria regalis Canard, 1968",SPECIES,ACCEPTED,Animalia,"2092040: Pulvinaria regalis Canard, 1968"
2095283,"Pseudococcus longispinus (Targioni Tozzetti, 1867)",SPECIES,ACCEPTED,Animalia,"2095283: Pseudococcus longispinus (Targioni Tozzetti, 1867)"
2114769,"Pseudodiaptomus marinus Sato, 1913",SPECIES,ACCEPTED,Animalia,"2114769: Pseudodiaptomus marinus Sato, 1913"
2115706,"Balanus glandula Darwin, 1854",SPECIES,ACCEPTED,Animalia,"2115706: Balanus glandula Darwin, 1854"
2115769,"Austrominius modestus (Darwin, 1854)",SPECIES,ACCEPTED,Animalia,"2115741: Elminius modestus Darwin, 1854 | 2115769: Austrominius modestus (Darwin, 1854)"
2128482,"Colomerus vitis (Pagenstecher, 1857)",SPECIES,ACCEPTED,Animalia,"2128482: Colomerus vitis (Pagenstecher, 1857)"
2128502,"Aceria erinea (Nalepa, 1891)",SPECIES,ACCEPTED,Animalia,"2128502: Aceria erinea (Nalepa, 1891)"
2138688,"Mermessus trilobatus (Emerton, 1882)",SPECIES,ACCEPTED,Animalia,"2138688: Mermessus trilobatus (Emerton, 1882) | 4659139: Eperigone trilobatus (Emerton, 1882)"
2141622,"Amaurobius erberi (Keyserling, 1863)",SPECIES,ACCEPTED,Animalia,"2141622: Amaurobius erberi (Keyserling, 1863)"
2142456,"Uloborus plumipes Lucas, 1846",SPECIES,ACCEPTED,Animalia,"2142456: Uloborus plumipes Lucas, 1846"
2149679,"Holocnemus pluchei (Scopoli, 1763)",SPECIES,ACCEPTED,Animalia,"2149679: Holocnemus pluchei (Scopoli, 1763)"
2149761,"Micropholcus fauroti (Simon, 1887)",SPECIES,ACCEPTED,Animalia,"2149761: Micropholcus fauroti (Simon, 1887)"
2149937,"Pholcus phalangioides (Fuesslin, 1775)",SPECIES,ACCEPTED,Animalia,"2149937: Pholcus phalangioides (Fuesslin, 1775)"
2150043,"Crossopriza lyoni (Blackwall, 1867)",SPECIES,ACCEPTED,Animalia,"2150043: Crossopriza lyoni (Blackwall, 1867)"
2150089,"Artema atlanta Walckenaer, 1837",SPECIES,ACCEPTED,Animalia,"2150089: Artema atlanta Walckenaer, 1837"
2153287,"Zoropsis spinimana (Dufour, 1820)",SPECIES,ACCEPTED,Animalia,"2153287: Zoropsis spinimana (Dufour, 1820)"
2155867,"Coleosoma floridanum Banks, 1900",SPECIES,ACCEPTED,Animalia,"2155867: Coleosoma floridanum Banks, 1900"
2157203,"Steatoda nobilis (Thorell, 1875)",SPECIES,ACCEPTED,Animalia,"2157203: Steatoda nobilis (Thorell, 1875)"
2157245,"Steatoda grossa (C.L.Koch, 1838)",SPECIES,ACCEPTED,Animalia,"2157245: Steatoda grossa (C.L.Koch, 1838)"
2162537,"Oecobius navus Blackwall, 1859",SPECIES,ACCEPTED,Animalia,"2162537: Oecobius navus Blackwall, 1859"
2164198,"Cheiracanthium mildei L.Koch, 1864",SPECIES,ACCEPTED,Animalia,"2164198: Cheiracanthium mildei L.Koch, 1864"
2169430,"Macaroeris nidicolens (Walckenaer, 1802)",SPECIES,ACCEPTED,Animalia,"2169430: Macaroeris nidicolens (Walckenaer, 1802)"
2172103,"Heliophanus kochii Simon, 1868",SPECIES,ACCEPTED,Animalia,"2172103: Heliophanus kochii Simon, 1868"
2172885,"Evarcha jucunda (Lucas, 1846)",SPECIES,ACCEPTED,Animalia,"2172885: Evarcha jucunda (Lucas, 1846)"
2174528,"Saitis barbipes (Simon, 1868)",SPECIES,ACCEPTED,Animalia,"2174528: Saitis barbipes (Simon, 1868)"
2176858,"Philaeus chrysops (Poda, 1761)",SPECIES,ACCEPTED,Animalia,"2176858: Philaeus chrysops (Poda, 1761)"
2177741,"Hasarius adansoni (Audouin, 1826)",SPECIES,ACCEPTED,Animalia,"2177741: Hasarius adansoni (Audouin, 1826)"
2188249,"Varroa destructor Anderson & Trueman, 2000",SPECIES,ACCEPTED,Animalia,"2188249: Varroa destructor Anderson & Trueman, 2000"
2204831,"Synidotea laticauda Benedict, 1897",SPECIES,ACCEPTED,Animalia,"2204831: Synidotea laticauda Benedict, 1897"
2204981,"Trichorhina tomentosa (Budde-Lund, 1893)",SPECIES,ACCEPTED,Animalia,"2204981: Trichorhina tomentosa (Budde-Lund, 1893)"
2205951,"Proasellus coxalis (Dollfus, 1892)",SPECIES,ACCEPTED,Animalia,"2205951: Proasellus coxalis (Dollfus, 1892)"
2206086,"Proasellus meridianus (Racovitza, 1919)",SPECIES,ACCEPTED,Animalia,"2206086: Proasellus meridianus (Racovitza, 1919) | 11110385: Asellus meridianus Racovitza, 1919"
2209044,"Nagurus cristatus (Dollfus, 1889)",SPECIES,ACCEPTED,Animalia,"2209044: Nagurus cristatus (Dollfus, 1889)"
2211599,"Ianiropsis serricaudis Gurjanova, 1936",SPECIES,ACCEPTED,Animalia,"2211599: Ianiropsis serricaudis Gurjanova, 1936"
2215949,"Melita nitida S.I.Smith, 1873",SPECIES,ACCEPTED,Animalia,"2215949: Melita nitida S.I.Smith, 1873"
2217982,"Crangonyx pseudogracilis Bousfield, 1958",SPECIES,ACCEPTED,Animalia,"2217982: Crangonyx pseudogracilis Bousfield, 1958"
2219863,"Gammarus tigrinus Sexton, 1939",SPECIES,ACCEPTED,Animalia,"2219863: Gammarus tigrinus Sexton, 1939"
2220312,"Hemimysis anomala G.O.Sars, 1907",SPECIES,ACCEPTED,Animalia,"2220312: Hemimysis anomala G.O.Sars, 1907"
2220347,"Limnomysis benedeni Czerniavsky, 1882",SPECIES,ACCEPTED,Animalia,"2220347: Limnomysis benedeni Czerniavsky, 1882"
2224970,"Palaemon macrodactylus M.J.Rathbun, 1902",SPECIES,ACCEPTED,Animalia,"2224970: Palaemon macrodactylus M.J.Rathbun, 1902"
2225646,"Callinectes sapidus Rathbun, 1896",SPECIES,ACCEPTED,Animalia,"2225646: Callinectes sapidus Rathbun, 1896"
2225770,"Hemigrapsus penicillatus (De Haan, 1835)",SPECIES,ACCEPTED,Animalia,"2225770: Hemigrapsus penicillatus (De Haan, 1835)"
2225772,"Hemigrapsus sanguineus (De Haan, 1835)",SPECIES,ACCEPTED,Animalia,"2225772: Hemigrapsus sanguineus (De Haan, 1835)"
2225776,"Eriocheir sinensis H.Milne Edwards, 1853",SPECIES,ACCEPTED,Animalia,"2225776: Eriocheir sinensis H.Milne Edwards, 1853 | 10020734: BOLD:AAB0750"
2226990,"Pacifastacus leniusculus (Dana, 1852)",SPECIES,ACCEPTED,Animalia,"2226990: Pacifastacus leniusculus (Dana, 1852)"
2227289,"Procambarus acutus (Girard, 1852)",SPECIES,ACCEPTED,Animalia,"2227289: Procambarus acutus (Girard, 1852)"
2227300,"Procambarus clarkii (Girard, 1852)",SPECIES,ACCEPTED,Animalia,"2227300: Procambarus clarkii (Girard, 1852)"
2227663,"Rhithropanopeus harrisii (Gould, 1841)",SPECIES,ACCEPTED,Animalia,"2227663: Rhithropanopeus harrisii (Gould, 1841)"
2234836,"Daphnia ambigua Scourfield, 1947",SPECIES,ACCEPTED,Animalia,"2234836: Daphnia ambigua Scourfield, 1947"
2242011,"Mycale micracanthoxea Buizer & van Soest, 1977",SPECIES,ACCEPTED,Animalia,"2242011: Mycale micracanthoxea Buizer & van Soest, 1977"
2266009,"Cordylophora caspia (Pallas, 1771)",SPECIES,ACCEPTED,Animalia,"2266009: Cordylophora caspia (Pallas, 1771)"
2266561,"Nemopsis bachei L.Agassiz, 1849",SPECIES,ACCEPTED,Animalia,"2266561: Nemopsis bachei L.Agassiz, 1849"
2266754,"Gonionemus vertens A.Agassiz, 1862",SPECIES,ACCEPTED,Animalia,"2266754: Gonionemus vertens A.Agassiz, 1862"
2285504,"Yoldia limatula (Say, 1831)",SPECIES,ACCEPTED,Animalia,"2285504: Yoldia limatula (Say, 1831)"
2286388,"Mulinia lateralis (Say, 1822)",SPECIES,ACCEPTED,Animalia,"2286388: Mulinia lateralis (Say, 1822)"
2287072,"Dreissena polymorpha (Pallas, 1771)",SPECIES,ACCEPTED,Animalia,"2287072: Dreissena polymorpha (Pallas, 1771)"
2287073,"Dreissena bugensis (Andrusov, 1897)",SPECIES,ACCEPTED,Animalia,"2287073: Dreissena bugensis (Andrusov, 1897) | 4371624: Dreissena rostriformis bugensis Andrusov, 1897"
2287076,"Mytilopsis leucophaeata (Conrad, 1831)",SPECIES,ACCEPTED,Animalia,"2287076: Mytilopsis leucophaeata (Conrad, 1831) | 5728957: Congeria cochleata (Nyst, 1835)"
2287249,"Ensis directus (Conrad, 1844)",SPECIES,ACCEPTED,Animalia,"2287249: Ensis directus (Conrad, 1844)"
2287615,"Petricolaria pholadiformis (Lamarck, 1818)",SPECIES,ACCEPTED,Animalia,"2287615: Petricolaria pholadiformis (Lamarck, 1818) | 8180054: Petricola pholadiformis Lamarck, 1818"
2287668,"Mercenaria mercenaria (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2287668: Mercenaria mercenaria (Linnaeus, 1758)"
